D0_R1	D0_R2	D0_R3	D7_R1	D7_R2	D7_R3	D14_R1	D14_R2	D14_R3
C17H4orf33	186	138	142	141	118	134	74	90	153
SCLT1	172	105	129	84	90	211	90	95	127
JADE1	901	619	560	461	368	857	460	445	759
LOC105602776	0	0	0	0	0	0	0	0	0
LOC114118836	0	0	1	0	0	0	0	0	0
PGRMC2	2751	1540	2045	1575	1194	1335	1302	1274	2295
LARP1B	278	206	201	109	120	218	173	129	255
ABHD18	744	382	405	294	235	564	281	308	555
LOC114108882	0	0	0	0	0	0	0	0	1
MFSD8	518	230	264	298	223	354	206	186	358
PLK4	163	153	127	89	73	217	75	78	113
LOC105602786	26	12	19	10	9	15	14	16	25
HSPA4L	500	255	389	125	102	259	310	308	488
SLC25A31	2	0	0	0	0	0	0	0	0
INTU	133	58	79	56	51	45	75	64	86
LOC114108921	1	0	0	0	0	0	0	0	0
LOC114108913	0	0	0	0	0	0	0	0	0
FAT4	199	156	271	95	86	262	137	121	175
LOC105602796	1	1	0	2	2	0	0	0	1
LOC114118839	0	0	0	0	0	0	0	0	0
ANKRD50	455	339	299	227	178	280	240	274	466
RPS6KC1	429	413	342	260	253	453	173	247	309
TRNAG-CCC_100	0	0	0	0	0	3	0	0	0
ANGEL2	982	582	610	550	461	971	448	477	902
VASH2	85	73	62	103	89	145	29	23	112
FLVCR1	216	94	167	31	37	123	77	133	199
SPATA45	0	0	0	0	0	0	0	0	0
TATDN3	197	105	95	187	177	168	95	85	169
NSL1	238	106	100	140	87	204	62	117	151
BATF3	65	44	28	56	75	66	38	25	70
FAM71A	0	1	0	0	0	0	0	0	0
ATF3	320	708	451	305	245	251	168	214	263
LOC105607667	12	5	4	7	7	18	5	5	1
LOC114118841	0	0	0	0	0	5	0	0	0
NENF	3253	1909	1967	3751	3443	1794	2040	1876	2845
TMEM206	1031	1273	526	669	734	407	953	792	1771
PPP2R5A	4246	2188	2987	2360	2154	3115	1709	2352	3279
LOC105616576	14	5	12	10	10	8	4	2	8
DTL	62	31	49	41	29	55	15	21	31
INTS7	845	504	480	403	412	528	297	401	633
LPGAT1	6866	3840	3944	1636	1419	2584	2226	2492	4479
TRNAW-CCA_118	0	0	0	0	0	0	0	0	0
NEK2	10	5	20	2	0	21	23	7	8
SPRY1	2686	1324	1388	1010	886	2116	937	1215	1471
LOC105602800	51	21	35	71	29	30	25	45	48
SPATA5	193	135	138	84	84	165	128	136	201
LOC114108887	1	0	2	0	0	2	1	0	0
LOC101102839	22	13	31	9	4	25	8	9	16
NUDT6	655	430	560	382	448	540	401	359	684
FGF2	3	4	6	2	2	19	8	17	13
BBS12	199	108	146	184	153	97	111	144	191
LOC114108800	5	1	0	0	0	0	0	1	0
LOC101104012	33	19	28	61	43	0	33	14	32
LOC114108660	13	8	11	6	10	42	0	7	17
LOC114118843	0	0	0	0	0	0	0	0	0
LOC114118847	20	12	17	0	0	22	15	10	19
IL21	0	0	0	0	0	0	0	0	0
LOC114108914	0	0	0	0	0	0	0	0	0
IL2	0	1	0	0	7	5	2	0	4
ADAD1	0	0	0	0	0	0	0	0	0
LOC114108927	0	0	0	0	0	0	0	0	0
LOC101104528	2623	1817	1802	601	641	1475	1079	1114	1667
LOC105602806	0	0	1	0	0	2	1	0	2
TRPC3	7	0	7	0	0	15	4	7	5
LOC114118849	0	0	0	0	0	0	0	0	0
LOC114108880	0	0	0	0	0	0	0	0	0
LOC114108802	0	0	0	0	0	0	0	0	0
FSTL5	0	0	0	0	0	0	0	0	1
LOC114108889	0	0	0	0	0	0	0	0	0
LOC114108911	0	0	0	0	0	0	0	0	0
RAPGEF2	1578	944	941	569	588	1143	747	905	1168
C17H4orf45	18	2	0	0	13	0	6	5	5
LOC101111832	2127	1611	1723	783	728	1074	1248	1427	1937
PPID	1113	684	740	766	729	724	783	694	1091
ETFDH	2386	1468	1494	1045	947	1012	1737	1399	2033
C17H4orf46	467	203	291	217	158	356	269	248	480
LOC101107224	3	1	0	6	0	4	0	0	1
TMEM144	228	64	146	62	28	76	74	65	134
GASK1B	56	43	41	1	7	94	39	25	22
LOC114118850	80	96	137	21	43	61	100	65	96
LOC114108805	546	254	295	178	145	266	216	258	383
GASK1B_1	354	250	322	194	106	555	163	167	293
LOC105604278	0	0	0	0	0	0	0	0	0
LOC101108163	224	144	162	70	48	241	46	53	178
LOC101108423	80	43	52	38	16	32	33	35	61
GRIA2	1	12	0	22	27	18	0	8	9
GLRB	5	0	1	0	0	8	7	0	1
LOC105602828	310	114	98	48	51	81	95	107	199
PDGFC	2447	1231	1415	1104	912	710	1278	1368	2141
LOC114118852	0	0	0	0	0	0	0	0	0
CTSO	1353	766	1116	718	582	726	613	717	975
LOC114108922	1	0	2	0	0	0	0	0	0
TDO2	7	5	5	4	0	10	3	3	8
ASIC5	0	0	0	0	0	0	0	0	0
GUCY1B1	572	385	344	347	295	551	232	260	312
LOC114108807	0	0	0	0	0	3	0	0	0
GUCY1A1	1014	553	697	320	241	1112	371	594	673
TRNAG-GCC_23	0	0	0	0	0	0	0	0	0
ZNF605	741	572	470	400	446	782	425	362	684
LOC101110269	425	241	302	192	150	280	211	201	282
ZNF10	384	166	184	125	164	280	162	184	264
ZNF891	18	6	14	4	1	4	7	3	4
LOC101111229	26	14	8	16	14	8	8	2	8
ZNF268	199	142	91	181	150	192	102	91	222
LOC114108904	0	0	0	0	0	0	0	0	2
LOC101110969	0	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0	0
CHFR	563	405	314	424	382	417	522	433	545
GOLGA3	1258	814	946	595	546	879	743	707	1128
ANKLE2	2479	1311	1450	1055	910	1150	1261	1393	1959
PGAM5	806	551	542	893	933	847	735	852	1056
PXMP2	1816	1105	1181	2178	1767	1342	978	1502	2834
POLE	112	197	122	28	41	120	128	582	323
P2RX2	1	5	3	0	0	11	3	0	2
LRCOL1	1	0	0	0	1	2	0	0	0
FBRSL1	1134	566	500	1051	1250	964	1335	983	1143
GALNT9	0	0	0	7	5	0	0	0	3
NOC4L	190	116	104	147	155	135	147	144	187
DDX51	365	203	126	429	384	288	261	234	449
EP400	1576	1041	1085	808	704	1178	1116	1036	1352
LOC114108883	0	0	0	0	4	0	1	1	0
PUS1	181	132	90	293	333	174	176	136	229
ULK1	1267	698	643	823	862	727	1118	912	1200
MMP17	3	2	1	3	2	7	1	5	4
SFSWAP	392	379	307	525	645	525	380	298	383
ADGRD1	456	267	351	299	227	330	186	262	320
TRNAW-CCA_119	0	0	0	0	0	0	0	0	0
RAN	2686	1477	1734	2362	1991	2213	1545	1503	2760
TRNAG-UCC_43	0	0	0	0	0	0	0	0	0
STX2	877	469	521	472	454	570	296	352	670
RIMBP2	4	2	1	3	9	9	0	4	14
PIWIL1	2	0	1	2	0	1	0	0	1
FZD10	18	6	2	29	9	22	20	9	18
LOC114108936	0	0	0	0	0	0	0	0	0
LOC101114468	0	0	0	0	0	0	0	0	0
LOC114108810	0	2	0	7	2	1	0	1	0
TRNAG-UCC_44	0	0	0	0	0	0	0	0	0
GLT1D1	0	0	0	0	1	0	0	0	1
SLC15A4	724	468	515	731	731	663	561	622	895
TMEM132C	13	6	17	22	17	6	12	20	15
LOC105602850	15	12	25	19	26	14	4	17	8
LOC105602853	0	0	0	0	0	0	0	0	0
LOC114108908	0	0	0	0	0	0	0	0	0
TMEM132B	5	3	5	5	10	16	0	7	1
LOC114108906	0	0	0	0	0	0	0	0	0
LOC114108909	0	0	0	0	0	0	0	0	0
LOC114118854	0	0	0	0	0	0	0	0	0
LOC114108811	10	8	22	0	2	0	10	14	2
LOC114118844	0	0	0	0	0	0	0	0	0
LOC114118855	0	0	0	1	0	0	0	0	4
TRNAK-CUU_13	0	0	0	0	0	0	0	0	0
AACS	137	132	104	198	171	294	136	144	169
LOC114108907	0	0	0	0	0	0	0	0	0
BRI3BP	3447	1552	1989	1230	1133	1993	1424	1466	2615
DHX37	268	189	123	202	281	188	184	217	345
TRNAA-UGC_13	0	0	0	0	0	0	0	0	0
TRNAD-GUC_18	0	0	0	0	0	0	0	0	0
LOC114118845	0	0	1	0	0	0	0	1	0
TRNAF-GAA_19	0	0	0	0	0	0	0	0	0
TRNAD-GUC_19	0	0	0	0	0	0	0	0	0
TRNAA-UGC_14	0	0	0	0	0	0	0	0	0
UBC	2883	3113	2483	2409	2311	3039	2127	2507	1535
LOC114108812	0	0	0	1	0	0	2	0	0
SCARB1	429	245	281	426	397	319	349	299	315
LOC114108813	0	1	0	0	16	1	0	0	3
NCOR2	2413	1284	1183	1685	1867	1859	3445	2423	3029
LOC114108814	13	8	1	9	6	5	5	8	2
LOC101115905	25	31	33	122	92	87	13	48	22
ZNF664	3179	2309	2199	1758	1532	2537	1855	1846	2483
CCDC92	177	106	79	216	183	220	130	141	129
DNAH10	1	4	3	2	1	6	2	2	0
ATP6V0A2	858	472	482	377	337	470	379	420	763
TCTN2	339	144	164	155	164	239	129	183	269
GTF2H3	663	325	373	337	336	432	331	333	590
EIF2B1	400	218	240	254	189	274	214	207	303
DDX55	391	357	259	377	434	293	274	237	419
TMED2	6038	2955	4128	2717	2374	3630	2491	2378	4948
LOC105606356	4	0	2	0	0	16	0	0	0
RILPL1	337	291	253	433	468	327	323	258	316
SNRNP35	35	50	42	69	96	21	61	35	31
RILPL2	160	156	138	266	311	154	150	168	105
LOC114108924	0	0	0	0	0	0	0	0	0
KMT5A	610	695	584	509	548	591	485	470	877
LOC105602864	2	2	0	0	6	2	0	1	7
SBNO1	3320	1919	1966	940	971	2162	1445	1489	2803
CDK2AP1	660	362	458	711	539	546	479	434	727
C17H12orf65	259	163	183	405	394	226	217	178	278
MPHOSPH9	1023	554	607	539	406	843	460	411	843
PITPNM2	552	339	366	387	349	489	426	381	436
ARL6IP4	244	197	168	566	441	288	185	161	190
OGFOD2	227	160	146	287	216	226	162	180	184
ABCB9	63	40	41	106	102	138	74	57	102
VPS37B	451	288	337	568	473	402	476	428	557
HIP1R	1120	693	554	1191	1440	1034	1084	1218	1435
CCDC62	174	131	73	148	103	169	78	89	142
DENR	750	501	539	771	620	684	388	383	696
LOC114108881	1	4	0	0	5	4	0	3	5
HCAR1	52	32	28	38	13	58	18	39	44
HCAR2	18	6	0	9	6	12	6	0	20
KNTC1	27	13	18	6	8	31	13	17	13
RSRC2	1248	1096	1271	1078	1180	1248	771	670	1150
ZCCHC8	731	481	517	432	452	789	418	441	633
CLIP1	1199	920	1010	598	516	1200	885	838	1238
VPS33A	913	517	625	562	523	541	559	473	648
DIABLO	745	548	676	579	503	654	594	513	702
B3GNT4	0	6	8	17	9	13	4	8	12
LRRC43	0	0	0	0	0	0	0	0	0
MLXIP	460	316	378	405	372	526	340	350	722
BCL7A	314	269	286	338	325	397	292	240	438
TRNAG-CCC_101	0	0	1	0	0	0	0	1	0
WDR66	3	2	2	7	3	6	0	2	1
PSMD9	788	499	628	703	571	554	427	440	690
HPD	39288	27625	28219	19955	21160	9277	26374	26026	28554
SETD1B	620	404	328	376	336	443	439	527	699
RHOF	761	582	317	808	970	895	657	554	1102
TMEM120B	1061	689	683	551	588	533	501	765	769
LOC101123326	17	3	7	46	41	15	9	14	10
MORN3	20	7	8	11	17	22	10	11	15
LOC114108816	1	3	2	0	0	4	2	3	1
ORAI1	272	88	87	238	241	260	182	179	244
TRNAE-UUC_79	0	0	0	0	0	2	0	0	0
KDM2B	649	421	430	429	440	582	465	441	493
RNF34	266	136	159	189	187	203	163	192	207
ANAPC5	839	491	495	565	561	516	421	432	645
CAMKK2	1008	564	590	453	425	567	446	491	675
P2RX4	1113	486	567	746	689	511	781	613	823
P2RX7	8	9	6	1	4	5	4	2	6
IFT81	142	142	165	120	90	201	81	111	167
ATP2A2	5419	2912	3917	2449	2186	3337	3782	2623	6671
ANAPC7	951	619	632	579	694	816	539	502	848
ARPC3	1858	1113	1317	1609	1574	1700	917	943	1753
GPN3	485	346	369	375	454	358	210	209	443
FAM216A	297	116	180	235	176	204	141	147	267
VPS29	1483	1141	1294	963	929	884	862	677	1162
RAD9B	55	36	28	39	36	25	23	30	34
PPTC7	1626	1311	2198	1052	950	1649	1209	1071	2445
LOC105602877	0	0	0	0	0	0	0	0	0
TCTN1	1399	719	833	798	606	533	692	706	935
HVCN1	282	212	281	110	110	75	118	149	113
PPP1CC	1686	948	1225	1168	1168	1372	660	748	1390
LOC114108910	0	0	0	0	0	0	0	0	0
CCDC63	2	1	0	1	0	1	0	0	1
MYL2	0	0	0	0	0	0	0	0	0
TRNAW-CCA_120	0	0	0	0	0	0	0	0	0
LOC101105029	4	0	0	0	0	9	1	1	0
LOC114118856	17	30	13	3	26	30	14	7	15
PHETA1	139	58	60	140	118	141	129	97	128
SH2B3	980	852	699	501	494	573	590	519	602
ATXN2	1893	1152	1265	1047	971	1243	1400	1300	1510
BRAP	1160	665	694	618	462	809	520	590	921
LOC101105533	249	101	125	242	224	166	258	190	287
LOC105602881	5	6	7	8	3	2	3	0	16
LOC101105780	6382	2735	4279	1857	2008	2376	3787	3802	4443
LOC105602884	20	12	21	5	12	19	8	22	14
LOC114108819	81	40	59	49	26	63	39	42	72
LOC114108818	3	3	1	9	8	8	2	7	0
CIT	29	21	23	8	3	22	30	10	34
PRKAB1	833	508	476	579	616	675	512	423	639
TMEM233	0	0	0	0	0	0	0	0	0
CCDC60	5	0	5	3	18	6	0	1	0
LOC114108915	0	0	0	0	0	0	0	0	0
HSPB8	301	233	236	484	418	340	272	208	445
SRRM4	4	4	1	1	1	1	2	0	1
LOC114108919	0	0	0	0	0	0	0	0	0
LOC114108912	0	0	0	0	0	0	0	0	0
SUDS3	1142	798	742	550	498	930	631	576	940
TAOK3	368	242	272	104	97	279	238	176	223
PEBP1	14443	7750	9554	11223	8889	8465	8063	7513	11463
LOC114108821	0	1	0	0	0	7	0	2	0
VSIG10	571	254	317	112	116	241	308	340	330
TRNAK-UUU_20	0	0	2	0	0	2	0	0	1
WSB2	4831	3149	3128	2097	1854	1759	2710	2450	3421
RFC5	1573	1029	1165	1238	1083	865	783	803	1120
KSR2	6	1	11	1	3	4	5	1	11
LOC114108822	0	2	0	0	0	3	3	0	0
NOS1	9	12	18	37	67	27	19	30	24
FBXO21	2601	2439	3466	3011	2715	2584	4546	2340	8177
TESC	35	44	26	68	70	65	34	37	52
FBXW8	830	492	570	610	651	634	637	656	741
LOC114108823	3	0	1	0	2	0	0	3	2
TRNAW-CCA_121	0	0	0	0	0	0	0	0	0
HRK	15	7	60	6	6	11	4	7	22
RNFT2	101	69	85	65	65	111	47	63	91
C17H12orf49	453	267	285	449	420	354	245	252	468
LOC105602892	77	21	15	86	105	81	13	29	27
MED13L	2401	1506	1655	689	627	1632	1214	1043	1656
LOC105602898	0	0	0	0	0	0	0	0	0
LOC114118897	0	0	0	0	0	0	0	0	2
TBX3	1117	1038	585	1010	804	1418	525	764	1054
LOC105602903	0	0	0	0	0	0	0	0	0
TBX5	0	0	0	0	0	0	0	0	0
TRNAG-CCC_102	0	0	0	0	0	0	0	0	0
RBM19	511	310	332	329	401	332	317	371	394
LHX5	0	0	0	0	0	0	0	0	0
SDSL	2144	848	1322	981	1027	510	2461	2313	1785
SDS	221	162	202	186	211	96	133	153	153
PLBD2	3462	1370	1765	2425	2337	1848	2738	2197	2815
DTX1	436	122	114	341	329	250	192	148	77
RASAL1	9	10	11	25	11	30	8	7	6
TRNAG-GCC_24	0	0	0	0	0	0	0	0	0
CFAP73	14	22	15	16	12	29	16	18	29
DDX54	994	718	677	950	1115	894	1040	916	1132
RITA1	208	191	178	267	296	354	202	204	241
IQCD	23	16	18	28	17	25	15	27	29
TPCN1	3124	1357	1848	2192	2451	1201	2608	1529	5026
SLC8B1	898	698	642	1072	1162	324	883	607	1514
LOC101109915	598	202	132	42	26	33	33	30	355
LOC105602911	3005	1351	534	453	407	395	184	197	2047
LOC101112122	1050	629	286	131	118	126	53	80	697
LOC114108712	502	257	153	90	89	83	32	42	304
LOC101110181	32	3	1	1	0	18	3	2	23
LOC114118858	40	48	19	5	2	9	4	3	40
RPH3A	19	4	20	43	81	29	15	56	24
TRNAR-GCG_2	0	0	0	0	0	0	0	0	0
LOC114118859	1	2	1	0	0	4	2	1	0
PTPN11	4932	2825	3667	1561	1272	2154	2689	2573	3655
LOC114108923	0	0	0	0	0	0	0	0	0
RPL6	10958	7345	7335	10233	9166	7795	5753	6284	9535
HECTD4	2943	1500	2273	738	725	1105	1694	1491	1747
LOC114108886	2	0	0	0	0	2	0	0	2
LOC114108826	8	2	2	12	18	11	3	4	9
TRAFD1	750	505	466	548	584	792	425	416	623
NAA25	1392	779	922	565	507	1015	683	650	1288
ERP29	4059	2390	2711	2617	2527	2892	2961	2903	3404
TMEM116	819	365	524	102	115	271	431	387	467
LOC114108934	0	0	0	0	0	0	0	0	0
LOC101115734	7	2	1	5	2	1	7	0	2
LOC101115991	4	0	0	3	0	2	9	1	1
LOC114118860	0	6	5	0	3	3	4	0	3
LOC101110970	15	8	7	7	7	26	8	19	18
MAPKAPK5	1744	1023	1221	940	924	1189	1023	888	1533
LOC105602913	61	36	49	40	39	90	28	52	75
ALDH2	4261	2833	2677	2505	2603	2135	2667	2214	3703
TRNAG-CCC_103	0	0	0	0	4	0	0	0	0
BICDL1	313	226	149	453	656	818	398	285	344
TRNAG-CCC_104	0	0	0	0	0	0	0	0	0
RAB35	627	472	417	601	579	571	612	531	613
GCN1	4976	1977	2787	3469	2882	2157	2925	2799	3876
RPLP0	32887	19509	20557	33358	31422	21533	16976	18388	32392
PXN	1179	667	1133	859	953	980	1364	1017	1501
LOC114108827	36	16	19	18	40	35	34	9	34
LOC114108901	0	0	0	0	0	0	0	0	0
SIRT4	91	64	97	79	84	67	110	64	68
LOC114108902	0	0	1	0	0	0	0	1	0
PLA2G1B	0	0	0	5	1	2	0	0	0
MSI1	10	1	3	5	24	14	7	9	14
LOC101117965	2384	1749	2047	4809	5170	1956	3487	2478	2514
TRIAP1	1385	892	1047	1165	1059	800	658	743	1207
GATC	640	294	382	506	414	484	307	295	500
SRSF9	1127	853	881	903	885	728	761	627	964
DYNLL1	1404	1074	998	2063	2001	1258	1355	1120	1599
COQ5	876	458	602	719	535	502	488	474	764
RNF10	6190	3758	4117	3654	3302	4020	3933	3796	5349
TRNAS-GGA_96	0	2	0	0	0	0	0	0	3
POP5	365	242	227	467	427	236	264	232	307
CABP1	0	0	1	0	11	1	3	2	2
MLEC	3443	1622	2238	2104	1919	2549	2626	1998	3274
UNC119B	2330	1267	1140	1316	1134	1683	1353	1311	1981
ACADS	5054	1971	1893	4073	3550	2739	3821	3288	4528
SPPL3	1216	676	675	763	679	749	543	683	1073
HNF1A	1532	789	843	1386	1555	960	1491	1323	1303
C17H12orf43	182	132	108	197	197	181	172	119	165
OASL	1	0	0	0	0	0	0	2	0
LOC114118899	3	1	1	9	5	4	3	2	9
LOC114108828	132	103	107	132	125	110	123	81	160
ANKRD13A	866	626	416	588	543	922	538	527	693
GIT2	1000	713	655	758	794	1015	656	634	943
TCHP	177	103	132	177	161	150	109	109	142
GLTP	625	493	323	676	770	952	497	620	476
TRPV4	1143	1198	665	1243	1334	889	1463	1118	2652
FAM222A	18	12	27	26	26	23	64	39	65
MVK	230	85	92	319	266	182	150	142	166
MMAB	678	553	569	1175	997	639	507	512	682
UBE3B	1457	712	868	729	597	869	789	739	1124
LOC114108830	8	6	3	0	17	4	2	2	2
KCTD10	1332	861	1038	1099	859	1234	900	823	1114
MYO1H	0	0	0	0	0	0	0	0	0
FOXN4	0	0	0	0	2	0	0	0	0
ACACB	129	95	99	262	270	232	103	117	213
LOC105602920	0	0	0	0	0	0	0	0	0
LOC106991684	0	0	0	0	0	0	0	0	1
UNG	868	500	545	629	507	740	479	393	737
ALKBH2	50	40	48	50	62	46	57	27	46
USP30	412	263	228	112	94	240	246	263	286
SVOP	2526	1118	1046	1176	1117	509	1042	1056	1143
TRNAG-UCC_45	4	0	0	0	0	0	0	0	0
DAO	11415	6959	8616	3337	3586	2646	12926	13154	15380
SSH1	775	564	562	358	282	452	670	588	768
CORO1C	1122	753	936	676	565	848	545	480	706
SELPLG	79	37	37	73	96	51	56	30	61
TMEM119	154	39	80	158	183	138	102	70	107
ISCU	2650	1692	1447	4152	3394	1876	2913	2239	2947
SART3	680	500	404	589	509	572	524	529	730
FICD	197	146	163	186	141	201	183	120	291
CMKLR1	68	118	31	15	12	59	40	72	32
WSCD2	21	40	18	25	58	30	31	30	30
TRNAS-GGA_97	0	0	0	0	0	0	0	0	0
TRNAW-CCA_122	0	0	0	0	0	0	0	0	0
LOC114118900	1	5	1	3	2	5	4	2	2
PIWIL3	65	60	8	65	68	84	48	24	48
SGSM1	202	235	187	289	257	338	177	226	268
TMEM211	0	0	0	0	0	0	0	0	0
KIAA1671	533	328	412	330	347	435	391	475	504
LOC114108833	0	0	0	8	0	0	0	0	0
CRYBB3	1	0	0	0	0	0	1	0	0
CRYBB2	0	0	0	0	0	2	0	0	0
GRK3	241	168	206	157	114	253	130	92	202
TRNAW-CCA_123	0	0	0	0	0	0	0	0	0
MYO18B	3	4	3	11	4	4	0	3	4
SEZ6L	0	0	0	0	0	1	0	0	0
ASPHD2	34	22	37	36	31	46	33	19	54
HPS4	362	214	258	334	312	338	296	337	336
SRRD	157	76	143	117	138	164	99	103	147
LOC114108834	16	13	15	27	39	10	11	9	4
TFIP11	290	170	219	175	181	175	250	232	217
TPST2	487	314	220	551	410	595	301	282	501
CRYBB1	10	17	7	21	17	18	18	8	12
CRYBA4	0	1	2	1	4	4	1	5	0
LOC101105359	25	27	60	13	25	52	65	14	73
TRNAG-CCC_105	0	0	0	0	0	0	0	0	0
TRNAG-CCC_106	0	0	0	0	0	0	0	0	0
LOC114118861	0	0	0	0	0	0	0	0	0
MN1	2	18	5	17	19	12	8	13	6
PITPNB	1335	862	958	1170	1024	1249	833	895	1367
TTC28	755	415	434	316	282	553	516	464	588
TRNAC-GCA_239	0	0	1	0	0	0	0	2	0
CHEK2	110	90	82	66	104	129	81	54	140
HSCB	110	87	63	276	174	121	110	91	100
CCDC117	989	776	711	635	457	817	462	559	1057
XBP1	2384	1731	1830	2523	2322	2492	1344	1355	2849
ZNRF3	964	627	608	473	433	729	640	653	722
C17H22orf31	12	4	7	8	20	6	1	8	10
KREMEN1	1883	1036	1195	949	1098	1130	1414	1056	1650
LOC114108835	5	3	1	0	0	1	1	3	1
EMID1	124	67	59	322	279	153	141	209	147
RHBDD3	419	142	99	993	831	262	540	397	121
EWSR1	2089	1507	1582	2309	2772	1737	1971	1316	1632
GAS2L1	426	438	302	691	774	279	1299	468	385
RASL10A	37	7	14	31	29	10	24	26	28
AP1B1	2018	1097	1085	2136	2256	1469	2066	1778	1599
LOC114108894	1	1	0	0	3	10	5	3	21
NEFH	0	0	0	0	0	0	0	0	0
THOC5	668	476	456	416	597	584	483	400	521
NIPSNAP1	4061	2154	2736	2168	2271	1937	1773	1952	2251
NF2	1023	480	588	620	692	723	789	699	817
CABP7	9	0	7	8	13	15	8	5	12
ZMAT5	128	59	66	118	178	114	115	115	107
LOC101108778	1508	1134	977	3401	3757	1418	2226	2080	1375
ASCC2	422	322	351	809	707	558	558	546	494
TRNAE-CUC_38	0	0	0	0	0	0	0	0	0
LOC114108837	0	0	0	2	1	1	0	0	0
LOC114108930	0	0	0	0	0	0	0	0	0
MTMR3	2277	1065	1208	885	793	1605	1110	1104	1721
HORMAD2	0	0	2	0	0	0	0	0	0
TRNAG-CCC_107	0	0	0	0	0	0	0	0	0
LIF	36	17	21	10	16	52	24	23	17
OSM	0	11	0	0	1	1	11	2	0
CASTOR1	878	624	462	1314	1376	723	1607	1003	3327
TBC1D10A	1075	811	796	1151	1265	958	1482	1062	2127
SF3A1	1236	806	881	1970	1842	1107	1020	1004	1242
LOC114118863	0	0	0	0	0	0	0	0	0
LOC114118864	148	127	49	31	79	32	87	139	133
CCDC157	65	50	16	107	48	42	58	48	56
RNF215	353	114	157	388	378	374	227	224	311
SEC14L2	39	28	17	51	33	67	22	39	33
MTFP1	238	174	126	423	277	326	292	241	406
SEC14L3	0	0	0	0	4	2	0	0	0
SEC14L4	73	25	14	66	32	29	22	31	18
LOC101112166	1	6	0	1	4	6	0	1	0
GAL3ST1	82	55	66	294	295	180	248	179	270
PES1	600	447	362	858	962	664	615	535	655
TCN2	54845	15073	15693	19699	18225	12753	20996	26215	19826
SLC35E4	74	22	20	134	133	72	75	95	79
DUSP18	207	158	126	160	138	157	148	128	152
C17H5orf52	6	4	12	4	15	9	11	16	11
OSBP2	0	1	0	2	0	1	0	5	0
LOC114108839	0	0	0	0	0	0	0	0	0
MORC2	731	515	491	585	648	619	624	514	716
LOC105602948	4069	2509	3101	2029	1742	4411	1917	2111	3458
LOC105602949	48	31	35	5	18	39	42	28	39
SMTN	500	595	348	1224	1259	965	801	619	917
SELENOM	1048	518	531	3284	3498	1442	1124	965	1135
INPP5J	4517	1428	1994	2068	2391	1290	2895	2530	2424
PLA2G3	2	2	0	0	2	0	9	0	3
RNF185	2900	1884	1851	1972	1977	1664	2293	1921	3374
LIMK2	743	400	362	716	778	529	544	461	683
PIK3IP1	291	181	118	257	322	369	198	183	277
PATZ1	536	365	290	682	605	626	440	440	527
DRG1	547	376	401	459	506	459	390	341	490
EIF4ENIF1	809	599	540	770	757	670	548	568	857
LOC105602951	48	32	18	25	21	20	19	10	30
SFI1	259	115	116	259	258	299	182	198	280
PISD	235	141	111	181	178	296	225	166	300
PRR14L	715	535	474	327	379	659	478	469	640
DEPDC5	242	146	126	113	119	193	149	129	169
LOC105602975	0	3	1	0	0	0	4	0	0
LOC114108840	5	8	2	21	22	9	20	6	7
YWHAH	982	1124	835	1340	1398	1686	895	917	1247
LOC114108917	0	0	0	0	2	0	0	0	0
SLC5A1	211	180	76	54	63	801	43	212	408
LOC101117536	2	0	0	0	0	0	0	0	1
LOC101112206	8	23	0	13	4	15	33	1	28
LOC101111947	5	0	0	0	0	2	3	0	0
LOC105601877	0	0	0	0	0	0	0	2	0
LOC114108842	147	3	161	121	234	47	464	7	389
LOC114108846	1	0	0	0	0	0	13	0	6
LOC101115518	49	5	10	10	30	43	525	7	66
LOC101105442	0	1	6	0	2	3	5	0	0
LOC114108847	0	0	0	0	0	0	0	0	0
LOC114108849	20	5	3	5	7	15	3	9	14
LOC114118870	1	43	7	0	0	15	60	0	10
LOC114108844	0	0	0	0	0	0	0	0	0
LOC114108848	3	0	108	2	7	9	338	0	430
LOC114118871	0	0	0	2	0	0	0	0	3
LOC106991687	0	0	5	0	14	1	0	0	2
LOC114118873	4	2	8	0	0	5	5	0	9
LOC101103794	0	0	53	0	0	0	0	0	131
LOC114118874	27	13	11	8	0	48	34	13	52
LOC114118875	175	56	723	34	49	106	85	26	85
LOC114118876	120	199	255	274	361	1101	383	75	345
LOC106991686	0	0	0	0	0	0	0	0	0
LOC101106970	241	87	51	14	19	761	417	34	123
LOC114118877	52	9	161	31	96	78	163	10	118
LOC114118880	8	26	38	9	5	764	63	0	5
LOC114108850	0	0	0	0	0	0	0	0	0
LOC114118882	368	244	334	54	129	815	801	106	327
LOC101108519	80	70	142	32	64	104	424	14	197
ZNF280B	245	142	187	47	24	142	70	92	177
LOC101117791	2	0	0	3	0	10	0	0	0
LOC101108258	0	0	0	0	4	0	0	0	0
LOC114118883	0	0	0	0	0	0	0	0	2
LOC114118884	24	0	8	0	2	8	0	4	76
LOC114118885	30	5	11	1	6	85	43	0	43
LOC114118886	1	0	8	0	0	0	5	0	2
LOC101115772	32	29	114	0	15	33	74	3	9
TRNAS-GGA_98	0	0	0	0	0	0	0	0	0
LOC114118888	73	123	125	64	163	337	218	15	155
LOC114118889	39	9	3	6	17	8	11	2	28
LOC114118890	98	155	429	152	183	578	496	27	151
